交通調査基本区間番号,路線名,起点側／路線名等,終点側／路線名等,市区町村コード,自動車専用道路の別,区間延長（ｋｍ）,上り／交通量観測地点地名,上り／２４時間自動車類交通量／合計（台）,下り／交通量観測地点地名,下り／２４時間自動車類交通量／合計（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,混雑度,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,幅員構成／道路部幅員（ｍ）,指定最高速度（ｋｍ／ｈ）
31400450070,倉吉江府溝口線,琴浦町・倉吉市境,倉吉市・琴浦町境,31203,0,0.3,鳥取県倉吉市関金町野添,40,鳥取県倉吉市関金町野添,47,87,1.15,0.02,40,46.9,7.5,50
31400450080,倉吉江府溝口線,倉吉市・琴浦町境,琴浦町・倉吉市境,31371,0,2.2,鳥取県倉吉市関金町野添,40,鳥取県倉吉市関金町野添,47,87,1.15,0.02,37.4,41.3,7.5,50
31400450090,倉吉江府溝口線,琴浦町・倉吉市境,倉吉市・江府町境,31203,0,5.5,鳥取県倉吉市関金町野添,40,鳥取県倉吉市関金町野添,47,87,1.15,0.02,38.2,38.5,7.5,50
31400450100,倉吉江府溝口線,倉吉市・江府町境,大山上福田線,31403,0,0.8,,667,,640,1307,1.23,0.23,26.8,24.2,7,40
31400450110,倉吉江府溝口線,大山上福田線,如来原御机線,31403,0,5.7,,667,,640,1307,1.23,0.23,42.5,36.4,7,40
31400450120,倉吉江府溝口線,如来原御机線,江府町・大山町境,31403,0,4.7,,667,,640,1307,1.23,0.23,39.5,35.4,7,40
31400450130,倉吉江府溝口線,江府町・大山町境,大山町・伯耆町境,31386,0,3.1,西伯郡大山町大山,242,西伯郡大山町大山,220,462,1.22,0.05,34.8,34.1,6.7,30
31400450140,倉吉江府溝口線,大山町・伯耆町境,大山口停車場大山線,31390,0,2.1,西伯郡大山町大山,242,西伯郡大山町大山,220,462,1.22,0.05,33.7,33.1,6.5,50
31400450150,倉吉江府溝口線,大山口停車場大山線,岸本江府線,31390,0,4.4,西伯郡伯耆町金屋谷,852,西伯郡伯耆町金屋谷,907,1759,1.23,0.27,52.7,47.8,6.5,50
31400450160,倉吉江府溝口線,岸本江府線,米子自動車道,31390,0,1.9,西伯郡伯耆町金屋谷,852,西伯郡伯耆町金屋谷,907,1759,1.23,0.27,50.4,55.4,6.5,50
31400450170,倉吉江府溝口線,米子自動車道,一般国道１８１号,31390,0,2.4,西伯郡伯耆町金屋谷,852,西伯郡伯耆町金屋谷,907,1759,1.23,0.27,50.6,46,6.5,50
31400450190,倉吉江府溝口線,,東伯関金線,31203,0,0.5,,,,,,,,37.9,22.5,12.6,60
31400450200,倉吉江府溝口線,東伯関金線,東伯関金線,31203,0,0.4,鳥取県倉吉市関金町大鳥居,955,鳥取県倉吉市関金町大鳥居,910,1865,1.23,0.23,31.3,31.5,12.6,60
31400450210,倉吉江府溝口線,東伯関金線,下見関金線,31203,0,0.5,鳥取県倉吉市関金町大鳥居,955,鳥取県倉吉市関金町大鳥居,910,1865,1.23,0.23,53,42.7,12.6,60
31400450220,倉吉江府溝口線,下見関金線,,31203,0,1,鳥取県倉吉市関金町大鳥居,955,鳥取県倉吉市関金町大鳥居,910,1865,1.23,0.23,59,51.4,12.6,60
31400460010,日野溝口線,一般国道１８０号,上石見黒坂停車場線,31402,0,0.4,,498,,509,1007,1.16,0.19,31.4,30.4,7,30
31400460020,日野溝口線,上石見黒坂停車場線,菅沢日野線,31402,0,0.6,,498,,509,1007,1.16,0.19,28.4,25.2,7,30
